,titulo,data,empresa,localizacao,descricao
94,Programador(a) Web: Front-end,12/05/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Contrato de Trabalho Fixo: CLT ou PJ Política de Trabalho: Presencial Horário: Segunda a Sexta das 9h00 às 18h00 Empresa: Com 40 anos de mercado. Atua no segmento de Comunicação e Propaganda com foco em mobile e digital. Local: São Paulo - SP (Zona Sul) Salário: A combinar   Necessidade:  Programação de frontend responsivo para Website   Benefícios: Vale Transporte   Requisitos Necessários:  Experiência: Conhecimento avançado em linguagens de programação client-side: Html5, Css, Java Script, Jquery, Ajax, Xml, Json e Angular. Conhecimento em plataforma de e-commerce: Vtex. Conhecimento em ambientes de testes: Xampp, VM(Ubuntu) + Git. Conhecimento básico em linguagens de programação backend: PHP. Conhecimento básico em Ferramentas de banco: MySql Workbench, PhpMyAdmin, MySqlFront, Toad, Sql Management Studio.
    "
95,Desenvolvedor Backend Java,12/05/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Que tal trabalhar numa empresa premiada pelo Oscar da comunidade Java, como desenvolvedor backend, podendo focar na área que mais gosta, construindo uma aplicação com dezenas de milhões de acessos, usando microsserviços, Big Data e várias tecnologias modernas?  Você será contratado em regime CLT full para trabalhar na região do Jaguaré em São Paulo, a 20 minutos a pé da estação Villa-Lobos da CPTM e com estacionamento gratuito para funcionários. A empresa iniciou suas atividades há 12 anos como startup e hoje já conta com cerca de 240 funcionários, sendo 25 diretamente técnicos, não incluindo neste número a área de negócios, produto e outras correlatas. O crescimento continua forte pela atuação no segmento de comércio eletrônico de produtos de beleza, que não arrefece com a crise.  Quer você esteja iniciando na carreira ou já seja experiente, você poderá:      - Criar e evoluir um backend moderno, baseado em Java SE 8, 9 ou 10, Kotlin, Groovy, com mais de 50 microsserviços e APIs...
    "
96,Analista DevOps/SRE,12/05/2020,DataSprints,"Belo Horizonte, State of Minas Gerais, Brazil","
         A  Data Sprints , empresa de consultoria em Ciência e Engenharia de Dados, está em busca de um  Analista DevOps/SRE.  Neste cargo, você fará parte de um  time de elite  que vem atuando em projetos de Data & Analytics nas maiores startups e corporações do país. E ainda estará inserido em um dos ecosistemas mais vibrantes da tecnologia e startups do Brasil, o San Pedro Valley. 
 Temos um ambiente de autonomia e grande aprendizado, utilizamos as tecnologias de ponta na AWS e também Open-Source, como RDS, Lambda, Fargate, Athena, Kinesis, Dremio, Apache NiFi e Metabase. 
  
 Responsabilidades: 
  Executar provisionamento de ambientes de alta disponibilidade na AWS 
 Desenho e projeto de arquiteturas resilientes para ETLs e Streaming de dados 
 Monitoramento e Alerta de ambientes na Cloud 
 Desenvolvimento de Scripts de provisionamento 
   
 Requisitos: 
  Programação em Python 
 Experiência com AWS (S3, EC2, Athena e RDS) 
 Experiência com Administração de Bancos SQL e NoSQL...
    "
97,Engenharia de Dados [Sênior],12/05/2020,DataSprints,Belo Horizonte,"
         A    Data Sprints , empresa de consultoria em Ciência e Engenharia de Dados, está em busca de      Engenheiros(as) de Dados  a nível  S  ênior   .  Neste cargo, você fará parte de um    time de elite    que vem atuando em projetos de Data & Analytics nas maiores startups e corporações do país. E ainda estará inserido em um dos ecosistemas mais vibrantes da tecnologia e startups do Brasil, o San Pedro Valley. 
 É uma grande oportunidade de se aprender com profissionais de referência e atuar em projetos que realmente tratam Big Data! 
 Temos um ambiente de autonomia e grande aprendizado, utilizamos as tecnologias de ponta na AWS e também Open-Source, como RDS, Lambda, Fargate, Athena, Kinesis, Dremio, Apache NiFi e Metabase. 
 Requisitos Mínimos: 
  Programação avançada com SQL e Python 
 Experiência com Cloud AWS 
 Fluência com Linux e IaC em Terraform 
 Experiência com Spark  
 Inglês avançado 
  Diferenciais: 
  Experiência com Data Science/Engineering 
 Experiência com...
    "
98,Analista de Sistemas Cód.: 199751,12/05/2020,Mirante Tecnologia,"Brasília - Brasilia, Federal District, Brazil","
         Conhecimentos necessários:  -Consulta de banco de dados SQL -Conhecimento em logica de programação -Gerenciar fila de chamados de SLAs -Entender a necessidade do cliente 
    "
99,Analista de PowerBI,12/05/2020,Benassi São Paulo,"São Paulo, State of São Paulo, Brazil","
          Elaborar relatórios de conferência e de gestão.  Desenhar as demandas dos usuários para relatórios simples e acompanhar demandas complexas.  Extrair, transformar e carregar dados para os relatórios.  Design de apresentação dos relatórios.    
   Experiências Obrigatórias:    - PowerBI nível avançado    - Linguagem DAX Avançado   - Linguagem SQL – Intermediário   - Análise de Dados   - Conhecimento em Metodologia de construção de Dashboards.   - Conhecimento de Power Query    
   Diferencial:    - Inglês Avançado / Fluente   - Já ter trabalhado com Protheus 12 e conhecer as tabelas do sistema.   - Linguagem M    - Ensino superior completo em área de Administração, Contabilidade, Engenharia, Informática ou correlatas.     Residir na região da Zona Oeste de São Paulo.    
    "
100,Analista BI Microsoft - Alphaville,12/05/2020,WA FENIX IT SERVICES  SOLUTIONS,Inicialmente Remoto/Depois presencial.,"
          WA FENIX  – empresa com mais de 30 anos de experiência no mercado de TI - com escritório nas cidades de São Paulo – Rio de Janeiro – Lisboa – Montreal -  está com processo seletivo aberto para o seguinte perfil: 
  Analista BI Microsoft - Alphaville  
 Sólida experiência com Microsoft BI, Power BI. 
 Duração: 2 meses – podendo prorrogar. 
 Local: Alphaville/SP 
    "
101,ANALISTA MIDDLEWARE SÊNIOR,12/05/2020,Tecmaster Informática LTDA,São Paulo,"
          Buscamos um analista sênior, com experiência para atuar em nosso cliente multinacional.    Requisitos da vaga:   - Administração de camada Web (WebSphere, JBoss, Apache e IIS) em nível Sênior.   - Experiência em gerenciar fila de incident e execução de atividades programadas.   - Conhecimento dos requisitos ITIL.    Benefícios:   - Vale-transporte,   - Vale-refeição,   - Seguro de Vida,   - Plano de Saúde e Odontológico para o funcionário.  
    "
102,ESPECIALISTA MIDDLEWARE SÊNIOR,12/05/2020,Tecmaster Informática LTDA,São Paulo,"
          Buscamos um especialista sênior, com experiência para atuar em nosso cliente multinacional.    Requisitos da vaga:   - Administração de camada Web (WebSphere, JBoss, Apache e IIS) em nível Sênior.   - Experiência em gerenciar fila de incident e execução de atividades programadas.   - Conhecimento dos requisitos ITIL.  
  Benefícios: - Vale-transporte, - Vale-refeição, - Seguro de Vida, - Plano de Saúde e Odontológico para o funcionário.  
    "
103,Desenvolvedor Multiplataforma,12/05/2020,Input Tecnologia ltda,"São Paulo, State of São Paulo, Brazil","
         Atuar em time de desenvolvimento dos sistemas, ajustando sistemas existentes para acompanhar as mudanças e necessidades dos usuários bem como desenvolvendo relatórios e consultas. Preparar documentação e produção de manuais de operação. Realizar modelagem de dados, formulação de Functions/Procedures de banco de dados SQL. Realizar eventuais serviços de manutenção nos programas já desenvolvidos ou implementação e a manutenção de novos sistemas. Realizar rotinas de codificação e realização de depuração e testes de programas. 
 Conhecimento em Xamarin, WPF, UWP, XAML 
 Experiência com C#, ASP.NET e banco SQL. 
 Ensino Superior completo em  Analise de desenvolvimento de Sistemas e correlatos. 
 Informações adicionais: Ter fácil acesso à região da Lapa, zona Oeste de São Paulo. 
   
    "
104,Dev Rails Sênior - Remoto,12/05/2020,Clicksign,Remoto,"
          Sobre a empresa:  
  A Clicksign é uma plataforma de assinatura eletrônica de documentos que vem ganhando rápido crescimento no mercado. Aqui você trabalhará em um ambiente em constante evolução de forma ágil e flexível, onde terá a oportunidade de se desenvolver e crescer junto com a empresa, sempre tendo contato direto com os sócios e demais colaboradores.  
  
  Procuramos uma pessoa brilhante para trabalhar como desenvolvedor sênior de Ruby on Rails  no time de tecnologia da Clicksign. Alguém que nos ajude a construir um produto que faça cada vez mais diferença na vida das pessoas, alguém que seja extremamente proativo, se comunique muito bem e ame trabalhar em equipe.   
  
  Atividades:     - Desenvolvimento do Produto Core da Clicksign  
  - Testes unitários e de integração  
  - Garantir qualidade de código  
  - Trabalhar em time ágil utilizando Scrum  
  
  Sobre você:   
  Procuramos uma pessoa:   
  -  Proativa  
  -  Que saiba trabalhar em equipe  
  -  Com 4 anos ou...
    "
105,Arquiteto Mobile - Nível Sênior,12/05/2020,HrSoul Hunting Relationship,"Distrito Federal, Brazil","
         - Sólida experiência com arquitetura orientada a serviços (SOA), Swift e Obj-C, testes unitários e testes de UI; - Conhecimentos em IOs e Android; - Desejáveis experiência com serviços financeiros; - Nível superior completo na área de Tecnologia da Informação ou Engenharia; - Contratação CLT + benefícios; - Imprescindível disponibilidade para atuação em Brasília/DF. 
    "
106,Analista Java - Níveis Júnior e Pleno,12/05/2020,HrSoul Hunting Relationship,"Alphaville Industrial, Barueri - State of São Paulo, Brazil","
         - Experiência com Java EE, JavaScript, XML, CSS, HTML, XHTML, Angular 5+, Spring, JPA, Hibernate, Struts2, Tiles, iBatis, Quartz, REST, SOAP, Banco de Dados Oracle, Modelagem de Dados, PL/SQL; - Desejáveis conhecimentos em Appcelerator, Titanium SDK, iReport, Jenkins ou similares; - Graduação em TI ou áreas relacionadas;  - Disponibilidade para atuação em Alphaville – São Paulo. 
    "
107,Senior JavaScript Developer​ (SDK),12/05/2020,Adjust,Berlin,"
          As  Senior Javascript Developer  in our SDK team, you will have an opportunity to develop and maintain our JavaScript based SDKs (preliminary our Web SDK) that are used by some of the world's most popular brands. Working closely with the backend and product teams, you will take part in creating a new generation of our SDKs and making sure that they live up to the highest standards and code quality.  
   
  Your responsibilities:     
   Develop and maintain our Web SDK as well as JavaScript based SDKs for non-native platforms such as Cordova and React Native  
  Develop and maintain our universal testing server’s backend and frontend written in TypeScript used by all our SDKs to run integration tests and ensure our SDKs stability  
  Work on improving SDK performance and integration/unit tests coverage  
  Contribute to the architecture and design of SDK features  
  Collaborate with integration and support teams, as well as our open-source community  
    
  What you bring:...
    "
108,Python Developer,12/05/2020,Adjust,Berlin,"
          As a     Python Developer     you will take care of our topnotch campaign management solution. With your knowledge in Python you will build the technical foundation that will allow Adjust to provide the analytics, reporting, and data APIs for customers to improve their advertising campaigns' performance. You will be responsible for end-to-end development of both client facing and data infrastructure features, from design to production.  
   
  Your responsibilities:   
   Develop and maintain pipelines responsible for ingesting data from a variety of sources  
  Integrate with partner APIs (e.g. Facebook, Google and Snapchat)  
  Investigate data discrepancies and identify root causes  
  Gradually migrate monoliths into microservices  
  Collaborate with front-end engineers to implement new features  
  Perform code reviews and have your code reviewed on daily basis  
    
  What you bring:  
   Proficiency in Python and Django (or Flask)  
  Experience working with PostgreSQL,...
    "
109,Network Monitoring Engineer,12/05/2020,Adjust,Berlin,"
          As a  Network Monitoring Engineer  you will be responsible for the network, by making sure that it is fault-free and runs as smooth as swiss clock. You will work together with a team of system administrators, in order to guarantee a high service level.  
   
  Your responsibilities:   
   Network monitoring  
  Fault registration, notification and fault escalation  
  Ensure that the network is fault-free  
  Make first basic checks of trigger   
      
  What you bring:   
   Previous experience with installing and setting up Linux systems like Redhat or CentOs  
  Experience with at least with one of these system monitoring tools like Nagios, Zabbix, Cacti or ELK   
  Knowledge of team collaboration tools such as Git   
  Knowledge of at least one scripting/programming languages (Python, Bash, Perl...)  
  Available and willing to work night shifts and public holidays  
    
  What’s in it for you:  
   Opportunity to make an impact on the ad-tech industry working for a...
    "
